dataset,radius,slot,step_input,he_output,dist_km
k5_jellybean,0.2,276,-0.0024310736057185636,-4.021274022644514e-10,43.61607966576149
k5_jellybean,0.2,278,-0.0023641079007222193,4.756930448799034e-10,43.01117924354588
k5_jellybean,0.2,280,-0.0024310736057185636,-1.7504847470074142e-10,43.61607966576149
k5_jellybean,0.2,282,-0.0023641079007222193,5.8967755776548e-10,43.01117924354588
k5_jellybean,0.2,284,-0.0024310736057185636,-2.739410813961453e-10,43.61607966576149
k5_jellybean,0.2,286,-0.0023641079007222193,4.6120496026418604e-11,43.01117924354588
k5_jellybean,0.2,288,-0.0024310736057185636,1.1728204707385361e-11,43.61607966576149
k5_jellybean,0.2,290,-0.0023641079007222193,6.664316681896678e-10,43.01117924354588
k5_jellybean,0.2,292,-0.0024310736057185636,3.842105256428734e-11,43.61607966576149
k5_jellybean,0.2,294,-0.0023641079007222193,-2.51314117096334e-10,43.01117924354588
k5_jellybean,0.2,296,-0.0024310736057185636,-1.534064866062571e-10,43.61607966576149
k5_jellybean,0.2,298,-0.0023641079007222193,8.608560853671593e-10,43.01117924354588
k5_jellybean,0.2,300,-0.0024310736057185636,-7.609322908569808e-10,43.61607966576149
k5_jellybean,0.2,302,-0.0023641079007222193,4.760505135046043e-10,43.01117924354588
k5_jellybean,0.2,304,-0.0024310736057185636,-4.5137688534728524e-11,43.61607966576149
k5_jellybean,0.2,306,-0.0023641079007222193,4.437649757023128e-10,43.01117924354588
k5_jellybean,0.2,308,-0.0024310736057185636,-3.7878546159386665e-10,43.61607966576149
k5_jellybean,0.2,310,-0.0023641079007222193,-3.1078575913501796e-10,43.01117924354588
k5_jellybean,0.2,312,-0.0024310736057185636,-1.1681375750898237e-09,43.61607966576149
k5_jellybean,0.2,314,-0.0023641079007222193,6.980390085764103e-10,43.01117924354588
k5_jellybean,0.2,315,-2.4472314571043905e-05,2.2269767000210076e-10,4.380600384305171
k5_jellybean,0.2,317,-2.4472314571043905e-05,1.8178971342004292e-10,4.380600384305171
k5_jellybean,0.2,319,-2.4472314571043905e-05,-3.5376483415608734e-11,4.380600384305171
k5_jellybean,0.2,321,-2.4472314571043905e-05,8.748020732701589e-11,4.380600384305171
k5_jellybean,0.2,323,-2.4472314571043905e-05,5.036710599563416e-10,4.380600384305171
k5_jellybean,0.2,325,-2.4472314571043905e-05,1.7314093425058125e-10,4.380600384305171
k5_jellybean,0.2,327,-2.4472314571043905e-05,8.800055071364791e-10,4.380600384305171
k5_jellybean,0.2,329,-2.4472314571043905e-05,4.433766759447623e-10,4.380600384305171
k5_jellybean,0.2,331,-2.4472314571043905e-05,6.952989742089066e-11,4.380600384305171
k5_jellybean,0.2,333,-2.4472314571043905e-05,3.747447892248295e-10,4.380600384305171
k5_jellybean,0.2,335,-2.4472314571043905e-05,9.450222861986175e-11,4.380600384305171
k5_jellybean,0.2,337,-2.4472314571043905e-05,-1.782517516455469e-10,4.380600384305171
k5_jellybean,0.2,339,-2.4472314571043905e-05,2.61291006289936e-10,4.380600384305171
k5_jellybean,0.2,341,-2.4472314571043905e-05,6.175806473115985e-10,4.380600384305171
k5_jellybean,0.2,343,-2.4472314571043905e-05,5.207539362730946e-10,4.380600384305171
k5_jellybean,0.2,345,-2.4472314571043905e-05,3.062550221292545e-10,4.380600384305171
k5_jellybean,0.2,347,-2.4472314571043905e-05,4.771106125708364e-10,4.380600384305171
k5_jellybean,0.2,349,-2.4472314571043905e-05,3.1176243133577e-11,4.380600384305171
k5_jellybean,0.2,351,-2.4472314571043905e-05,1.304894681467605e-10,4.380600384305171
k5_jellybean,0.2,353,-2.4472314571043905e-05,5.638174216717094e-10,4.380600384305171
k5_jellybean,0.2,355,-2.4472314571043905e-05,2.915321922643316e-11,4.380600384305171
k5_jellybean,0.2,356,-2.4472314571043905e-05,7.571243073069098e-10,4.380600384305171
k5_jellybean,0.2,357,-2.4472314571043905e-05,5.8308774682712e-10,4.380600384305171
k5_jellybean,0.2,358,-2.4472314571043905e-05,-3.215834009535945e-10,4.380600384305171
k5_jellybean,0.2,359,-2.4472314571043905e-05,-2.992409329045589e-10,4.380600384305171
k5_jellybean,0.2,360,-2.4472314571043905e-05,5.097767646633187e-10,4.380600384305171
k5_jellybean,0.2,361,-2.4472314571043905e-05,-1.7978473080624646e-10,4.380600384305171
k5_jellybean,0.2,362,-2.4472314571043905e-05,-1.9688733929202435e-10,4.380600384305171
k5_jellybean,0.2,363,-2.4472314571043905e-05,3.8800262811213244e-10,4.380600384305171
k5_jellybean,0.2,364,-2.4472314571043905e-05,3.2717009282447526e-10,4.380600384305171
k5_jellybean,0.2,365,-2.4472314571043905e-05,5.147843114722047e-10,4.380600384305171
k5_jellybean,0.2,366,-2.4472314571043905e-05,3.940904178548084e-10,4.380600384305171
k5_jellybean,0.2,367,-2.4472314571043905e-05,6.637499222040277e-10,4.380600384305171
k5_jellybean,0.2,368,-2.4472314571043905e-05,2.1055187566363764e-10,4.380600384305171
k5_jellybean,0.2,369,-2.4472314571043905e-05,4.683611610214004e-10,4.380600384305171
k5_jellybean,0.2,370,-2.4472314571043905e-05,1.0658368393028033e-09,4.380600384305171
k5_jellybean,0.2,371,-2.4472314571043905e-05,1.9495883013328785e-10,4.380600384305171
k5_jellybean,0.2,372,-2.4472314571043905e-05,1.5963945357256108e-09,4.380600384305171
k5_jellybean,0.2,373,-2.4472314571043905e-05,-9.059114316350956e-11,4.380600384305171
k5_jellybean,0.2,374,-2.4472314571043905e-05,4.669786370785922e-10,4.380600384305171
k5_jellybean,0.2,376,-2.4472314571043905e-05,3.8259780150543813e-10,4.380600384305171
k5_jellybean,0.2,378,-2.4472314571043905e-05,-3.4861560437955245e-10,4.380600384305171
k5_jellybean,0.2,380,-2.4472314571043905e-05,2.2526375430259057e-10,4.380600384305171
k5_jellybean,0.2,382,-2.4472314571043905e-05,5.656530756371679e-10,4.380600384305171
k5_jellybean,0.2,384,-2.4472314571043905e-05,-2.1828012667510628e-10,4.380600384305171
k5_jellybean,0.2,386,-2.4472314571043905e-05,1.7039139588913034e-10,4.380600384305171
k5_jellybean,0.2,388,-2.4472314571043905e-05,4.665814294093454e-10,4.380600384305171
k5_jellybean,0.2,390,-2.4472314571043905e-05,9.830909692753242e-11,4.380600384305171
k5_jellybean,0.2,392,-2.4472314571043905e-05,3.3009001196224864e-10,4.380600384305171
